,Title,Year,Varietal,Price,Region,Country,Score_WS,Score_RP,Score_W&S,Score_JH,Score_CG,Score_WE,Score_WW,Score_BH,Score_JS,Score_TP,Score_D,Score_V,Score_JD,ProfessionalRating,Professional,StarRating,numRater,Shopping_Link,Img_src
94,Tenet Wine The Pundit Syrah 2015,2015,Syrah/Shiraz,24.99,Columbia Valley,Washington,90,92,,,,91,92,,94,,,,91,92,,4,56,https://www.wine.com/product/Tenet-Wine-The-Pundit-Syrah-2015/212881,https://www.wine.com/product/images/fl_progressive/212881.jpg
95,Sequoia Grove Cabernet Sauvignon 2015,2015,Cabernet Sauvignon,37.99,Napa Valley,California,93,91,,,,,,,,,,,,92,,4.4,9,https://www.wine.com/product/Sequoia-Grove-Cabernet-Sauvignon-2015/413020,https://www.wine.com/product/images/fl_progressive/413020.jpg
96,La Rioja Alta Vina Alberdi Reserva Tinto 2012,2012,Tempranillo,22.99,Rioja,Spain,,90,,,,,,,92,,,,,91,,0,0,https://www.wine.com/product/La-Rioja-Alta-Vina-Alberdi-Reserva-Tinto-2012/485129,https://www.wine.com/product/images/fl_progressive/xqnjcmkuimqqveg2majc.jpg
97,Leonetti Cabernet Sauvignon 2015,2015,Cabernet Sauvignon,119.99,Columbia Valley,Washington,92,94,,,,92,,,97,,,,96,94,,0,0,https://www.wine.com/product/Leonetti-Cabernet-Sauvignon-2015/430106,https://www.wine.com/product/images/fl_progressive/430106.jpg
98,Flowers Sonoma Coast Pinot Noir 2016,2016,Pinot Noir,49.99,Sonoma County,California,,91,,,,,,,,,,,,91,,4.1,18,https://www.wine.com/product/Flowers-Sonoma-Coast-Pinot-Noir-2016/392951,https://www.wine.com/product/images/fl_progressive/392951.jpg
99,Armand de Brignac Ace of Spades Brut Gold with Gift Box,,Non-Vintage Sparkling Wine,299.99,Champagne,France,92,93,,,,91,,,,93,95,,,93,,4.4,127,https://www.wine.com/product/Armand-de-Brignac-Ace-of-Spades-Brut-Gold-with-Gift-Box/91199,https://www.wine.com/product/images/fl_progressive/91199.jpg
100,Domaine Drouhin Oregon Pinot Noir 2015,2015,Pinot Noir,42.99,Willamette Valley,Oregon,91,90,,,,92,,,95,,,,,92,,4.2,34,https://www.wine.com/product/Domaine-Drouhin-Oregon-Pinot-Noir-2015/355559,https://www.wine.com/product/images/fl_progressive/355559.jpg
101,Faust The Pact 2014,2014,Cabernet Sauvignon,79.99,Napa Valley,California,,93,,,,,,,95,,,,,94,,4.2,10,https://www.wine.com/product/Faust-The-Pact-2014/330967,https://www.wine.com/product/images/fl_progressive/330967.jpg
102,Casanova di Neri Brunello di Montalcino Tenuta Nuova 2013,2013,Sangiovese,108.99,Tuscany,Italy,96,97,,,,,,,98,,,,,97,,4.5,7,https://www.wine.com/product/Casanova-di-Neri-Brunello-di-Montalcino-Tenuta-Nuova-2013/400102,https://www.wine.com/product/images/fl_progressive/400102.jpg
103,Henri Bourgeois Sancerre Les Baronnes Blanc 2017,2017,Sauvignon Blanc,26.99,Loire,France,92,,,,,,,,,,96,,,94,,0,0,https://www.wine.com/product/Henri-Bourgeois-Sancerre-Les-Baronnes-Blanc-2017/507906,https://www.wine.com/product/images/fl_progressive/wejiyfey9scb2jx7oizk.jpg
104,Faust Cabernet Sauvignon 2016,2016,Cabernet Sauvignon,59.99,Napa Valley,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Faust-Cabernet-Sauvignon-2016/497558,https://www.wine.com/product/images/fl_progressive/eztfksoib90fpumxo0dg.jpg
105,The White Knight Sauvignon Blanc 2014,2014,Sauvignon Blanc,10.99,Lodi,California,,,,,,,,,,92,,,,92,,3.4,142,https://www.wine.com/product/The-White-Knight-Sauvignon-Blanc-2014/144588,https://www.wine.com/product/images/fl_progressive/144588.jpg
106,Charles & Charles Rose 2017,2017,Rosí©,13.99,Columbia Valley,Washington,,,,,,90,,,,,,,,90,,3.7,12,https://www.wine.com/product/Charles-and-Charles-Rose-2017/393804,https://www.wine.com/product/images/fl_progressive/393804.jpg
107,Chateau Puygueraud 2015,2015,Bordeaux Red Blends,19.99,Bordeaux,France,90,90,,,,,,,94,,90,,,91,,3.7,27,https://www.wine.com/product/Chateau-Puygueraud-2015/157679,https://www.wine.com/product/images/fl_progressive/157679.jpg
108,Altesino Brunello di Montalcino 2013,2013,Sangiovese,57.99,Tuscany,Italy,95,94,,,,92,,,94,,,,,94,,4.2,6,https://www.wine.com/product/Altesino-Brunello-di-Montalcino-2013/398579,https://www.wine.com/product/images/fl_progressive/398579.jpg
109,Chateau Siran 2015,2015,Bordeaux Red Blends,38.99,Bordeaux,France,92,94,,,,93,,,94,,90,,,93,,4.2,8,https://www.wine.com/product/Chateau-Siran-2015/157844,https://www.wine.com/product/images/fl_progressive/157844.jpg
110,Odette Estate Cabernet Sauvignon 2015,2015,Cabernet Sauvignon,149.99,Napa Valley,California,95,96,,,,,,,,,,,96,96,,0,0,https://www.wine.com/product/Odette-Estate-Cabernet-Sauvignon-2015/312511,https://www.wine.com/product/images/fl_progressive/312511.jpg
111,Foster & Rye Insulated Wine Backpack (Wines Included),,Mixed Collections,99.99,,,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Foster-and-Rye-Insulated-Wine-Backpack-Wines-Included/414504,https://www.wine.com/product/images/fl_progressive/dmokzcsa8lodj7ptz3kf.jpg
112,Jaume Serra Cristalino Cava Brut,,Non-Vintage Sparkling Wine,8.99,Penedes,Spain,,,,,,,,,,,,,,0,,3.8,374,https://www.wine.com/product/Jaume-Serra-Cristalino-Cava-Brut/6619,https://www.wine.com/product/images/fl_progressive/6619.jpg
113,Heitz Cellar Napa Valley Cabernet Sauvignon 2013,2013,Cabernet Sauvignon,49.99,Napa Valley,California,,,,,,,92,,93,,92,,,92,,4.2,16,https://www.wine.com/product/Heitz-Cellar-Napa-Valley-Cabernet-Sauvignon-2013/167668,https://www.wine.com/product/images/fl_progressive/167668.jpg
114,Chateau d&apos;Esclans Whispering Angel Rose 2017,2017,Rosí©,21.99,Provence,France,,,,,,,,,92,,91,,,92,,4.3,108,https://www.wine.com/product/Chateau-dEsclans-Whispering-Angel-Rose-2017/388333,https://www.wine.com/product/images/fl_progressive/388333.jpg
115,Bodkin Hotspur Rose of Syrah 2016,2016,Rosí©,15.99,Sonoma County,California,,,,,,93,,,,,,,,93,,4.3,7,https://www.wine.com/product/Bodkin-Hotspur-Rose-of-Syrah-2016/175652,https://www.wine.com/product/images/fl_progressive/175652.jpg
116,Cakebread Cabernet Sauvignon 2015,2015,Cabernet Sauvignon,79.99,Napa Valley,California,,,,,,,,,92,,,,,92,,4.6,11,https://www.wine.com/product/Cakebread-Cabernet-Sauvignon-2015/430680,https://www.wine.com/product/images/fl_progressive/430680.jpg
117,Hall Kathryn Hall Cabernet Sauvignon 2014,2014,Cabernet Sauvignon,169.99,Napa Valley,California,93,95,,,,,,,,,,,97,95,,4.8,21,https://www.wine.com/product/Hall-Kathryn-Hall-Cabernet-Sauvignon-2014/321048,https://www.wine.com/product/images/fl_progressive/321048.jpg
118,Tenuta San Guido Guidalberto 2016,2016,Bordeaux Red Blends,43.99,Tuscany,Italy,94,94,,,,,,,95,,,,,94,,4.9,5,https://www.wine.com/product/Tenuta-San-Guido-Guidalberto-2016/493884,https://www.wine.com/product/images/fl_progressive/wlhqd6b7rvhpcjbqsvy7.jpg
119,La Vieille Ferme Rose 2017,2017,Rosí©,7.99,Vin de France,France,,,,,,,,,,,,,,0,,3.9,17,https://www.wine.com/product/La-Vieille-Ferme-Rose-2017/421574,https://www.wine.com/product/images/fl_progressive/421574.jpg
120,Poggio Bonelli Chianti Classico 2015,2015,Sangiovese,29.99,Tuscany,Italy,95,,,,,,,,,,,,,95,,0,0,https://www.wine.com/product/Poggio-Bonelli-Chianti-Classico-2015/506125,https://www.wine.com/product/images/fl_progressive/vn2imqea0xfzm3sqhbrn.jpg
121,La Serena Brunello di Montalcino 2012,2012,Sangiovese,49.99,Tuscany,Italy,96,93,,,,,,,93,,,,,94,,4.2,46,https://www.wine.com/product/La-Serena-Brunello-di-Montalcino-2012/173192,https://www.wine.com/product/images/fl_progressive/173192.jpg
122,Stags&apos; Leap Winery Cabernet Sauvignon 2015,2015,Cabernet Sauvignon,49.99,Napa Valley,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Stags-Leap-Winery-Cabernet-Sauvignon-2015/433472,https://www.wine.com/product/images/fl_progressive/trritamgrsxnrxxjjeyf.jpg
123,Seghesio Sonoma Zinfandel 2016,2016,Zinfandel,21.99,Sonoma County,California,93,,,,,,,,,,,,,93,,4.2,71,https://www.wine.com/product/Seghesio-Sonoma-Zinfandel-2016/400850,https://www.wine.com/product/images/fl_progressive/400850.jpg
124,Chateau Ferran 2015,2015,Bordeaux Red Blends,21.99,Bordeaux,France,,92,,,,,,,94,,90,,,92,,4.9,8,https://www.wine.com/product/Chateau-Ferran-2015/157526,https://www.wine.com/product/images/fl_progressive/157526.jpg
125,Brancaia Ilatraia 2013,2013,Bordeaux Red Blends,54.99,Tuscany,Italy,92,97,,,,92,,,94,,,,,94,,4.3,11,https://www.wine.com/product/Brancaia-Ilatraia-2013/379410,https://www.wine.com/product/images/fl_progressive/379410.jpg
126,Pahlmeyer Napa Valley Chardonnay 2016,2016,Chardonnay,89.99,Napa Valley,California,94,95,,,,,,,,,,,,95,,0,0,https://www.wine.com/product/Pahlmeyer-Napa-Valley-Chardonnay-2016/434640,https://www.wine.com/product/images/fl_progressive/434640.jpg
127,Meiomi Pinot Noir 2016,2016,Pinot Noir,19.99,,California,,,,,,,,,,,,,,0,,4.3,467,https://www.wine.com/product/Meiomi-Pinot-Noir-2016/215228,https://www.wine.com/product/images/fl_progressive/215228.jpg
128,Veuve Clicquot Yellow Label Brut with Isothermic Gift Bag,,Mixed Collections,69.99,Champagne,France,90,,,,,,92,,,,,,,91,,0,0,https://www.wine.com/product/Veuve-Clicquot-Yellow-Label-Brut-with-Isothermic-Gift-Bag/355436,https://www.wine.com/product/images/fl_progressive/355436h.jpg
129,Sine Qua Non Trouver l&apos;Arene Syrah 2015,2015,Syrah/Shiraz,369.97,,California,,100,,,,,,,,,,,100,100,,4,5,https://www.wine.com/product/Sine-Qua-Non-Trouver-lArene-Syrah-2015/412176,https://www.wine.com/product/images/fl_progressive/hkd0u3ilayrltall5ggr.jpg
130,Orin Swift Cellars Abstract 2016,2016,Other Red Blends,31.99,,California,92,90,,,,,,,,,,,,91,,4.2,46,https://www.wine.com/product/Orin-Swift-Cellars-Abstract-2016/348761,https://www.wine.com/product/images/fl_progressive/348761.jpg
131,Belle Glos Dairyman Vineyard Pinot Noir 2016,2016,Pinot Noir,49.99,Sonoma County,California,,,,,,,,,,,,,,0,,4.7,21,https://www.wine.com/product/Belle-Glos-Dairyman-Vineyard-Pinot-Noir-2016/353587,https://www.wine.com/product/images/fl_progressive/353587.jpg
132,Dark Horse Rose 2017,2017,Rosí©,8.99,,California,,,,,,,,,,90,,,,90,,3.9,24,https://www.wine.com/product/Dark-Horse-Rose-2017/400092,https://www.wine.com/product/images/fl_progressive/400092.jpg
133,Hall Napa Valley Cabernet Sauvignon 2014,2014,Cabernet Sauvignon,54.99,Napa Valley,California,91,91,,,,91,92,,,,,,93,92,,4.2,46,https://www.wine.com/product/Hall-Napa-Valley-Cabernet-Sauvignon-2014/303196,https://www.wine.com/product/images/fl_progressive/303196.jpg
134,Rombauer California Zinfandel 2016,2016,Zinfandel,34.99,,California,,,,,,,90,,,,,,,90,,4.8,27,https://www.wine.com/product/Rombauer-California-Zinfandel-2016/347661,https://www.wine.com/product/images/fl_progressive/347661.jpg
135,Joseph Phelps Insignia 2014,2014,Bordeaux Red Blends,209.99,Napa Valley,California,,97,,,,96,96,,97,,,97,,97,,4.4,67,https://www.wine.com/product/Joseph-Phelps-Insignia-2014/319721,https://www.wine.com/product/images/fl_progressive/319721.jpg
136,Oberon Cabernet Sauvignon 2016,2016,Cabernet Sauvignon,19.99,Napa Valley,California,,,,,,,89,,,,,,,89,,4.2,44,https://www.wine.com/product/Oberon-Cabernet-Sauvignon-2016/410687,https://www.wine.com/product/images/fl_progressive/410687.jpg
137,Tour de France Wine Gift Set,,Mixed Collections,39.99,,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Tour-de-France-Wine-Gift-Set/88814,https://www.wine.com/product/images/fl_progressive/88814h.jpg
138,Bollinger Brut Special Cuvee,,Non-Vintage Sparkling Wine,59.99,Champagne,France,93,92,,,,92,94,,92,,,,93,93,,4.2,119,https://www.wine.com/product/Bollinger-Brut-Special-Cuvee/513,https://www.wine.com/product/images/fl_progressive/513.jpg
139,La Serena Brunello di Montalcino 2010,2010,Sangiovese,69.99,Tuscany,Italy,96,94,,,,,,,97,,,,,96,,0,0,https://www.wine.com/product/La-Serena-Brunello-di-Montalcino-2010/139401,https://www.wine.com/product/images/fl_progressive/139401.jpg
140,Justin Isosceles 2015,2015,Bordeaux Red Blends,74.99,Central Coast,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Justin-Isosceles-2015/430750,https://www.wine.com/product/images/fl_progressive/430750.jpg
141,Casanova di Neri Brunello di Montalcino Tenuta Nuova 2012,2012,Sangiovese,94.99,Tuscany,Italy,94,96,,,,,,,96,,,,,95,,4.4,20,https://www.wine.com/product/Casanova-di-Neri-Brunello-di-Montalcino-Tenuta-Nuova-2012/183284,https://www.wine.com/product/images/fl_progressive/183284.jpg
142,DAOU Vineyards Pessimist Red Blend 2016,2016,Other Red Blends,24.99,Central Coast,California,,92,,,,91,,,,,,,90,91,,4.2,117,https://www.wine.com/product/DAOU-Vineyards-Pessimist-Red-Blend-2016/163640,https://www.wine.com/product/images/fl_progressive/163640.jpg
143,Laurent-Perrier La Cuvee Brut (187ML Split),,Non-Vintage Sparkling Wine,14.97,Champagne,France,90,,,,,90,,,,,,,,90,,0,0,https://www.wine.com/product/Laurent-Perrier-La-Cuvee-Brut-187ML-Split/330990,https://www.wine.com/product/images/fl_progressive/330990.jpg
144,Bolla Prosecco (187ML Split),,Non-Vintage Sparkling Wine,2.98,Prosecco,Italy,,,,,,,,,,,,,,0,,3.5,6,https://www.wine.com/product/Bolla-Prosecco-187ML-Split/164340,https://www.wine.com/product/images/fl_progressive/164340.jpg
145,Cakebread Sauvignon Blanc 2017,2017,Sauvignon Blanc,31.99,Napa Valley,California,,,,,,,,,,,,,,0,,4.4,6,https://www.wine.com/product/Cakebread-Sauvignon-Blanc-2017/431098,https://www.wine.com/product/images/fl_progressive/x6sifkpj66dnk7dwcqni.jpg
146,California Dreaming Wine Gift Set,,Mixed Collections,39.99,,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/California-Dreaming-Wine-Gift-Set/96272,https://www.wine.com/product/images/fl_progressive/96272h.jpg
147,Intrinsic Red Blend 2016,2016,Bordeaux Red Blends,19.99,Columbia Valley,Washington,,,,,,,,,94,,,,90,92,,4.1,31,https://www.wine.com/product/Intrinsic-Red-Blend-2016/359631,https://www.wine.com/product/images/fl_progressive/359631.jpg
148,Roederer Estate L&apos;Ermitage 2011,2011,Vintage Sparkling Wine,44.99,Mendocino,California,93,,,,,95,95,,,,,,,94,,4.4,12,https://www.wine.com/product/Roederer-Estate-LErmitage-2011/184877,https://www.wine.com/product/images/fl_progressive/184877.jpg
149,Talbott Kali-Hart Chardonnay 2016,2016,Chardonnay,14.99,Central Coast,California,,,,,,,,,,92,,,,92,,0,0,https://www.wine.com/product/Talbott-Kali-Hart-Chardonnay-2016/398602,https://www.wine.com/product/images/fl_progressive/398602.jpg
150,Joseph Phelps Insignia (1.5 Liter Magnum) 2013,2013,Bordeaux Red Blends,449.97,Napa Valley,California,93,98,,,,98,96,,95,,,,,96,,0,0,https://www.wine.com/product/Joseph-Phelps-Insignia-15-Liter-Magnum-2013/155478,https://www.wine.com/product/images/fl_progressive/155478.jpg
151,Mastrojanni Brunello di Montalcino 2011,2011,Sangiovese,49.99,Tuscany,Italy,90,93,,,,92,,,93,,,,,92,,4.2,16,https://www.wine.com/product/Mastrojanni-Brunello-di-Montalcino-2011/154469,https://www.wine.com/product/images/fl_progressive/154469.jpg
152,Craggy Range Te Muna Road Vineyard Sauvignon Blanc 2017,2017,Sauvignon Blanc,19.99,Martinborough,New Zealand,90,,,,,,,,91,,,,,91,,4.4,21,https://www.wine.com/product/Craggy-Range-Te-Muna-Road-Vineyard-Sauvignon-Blanc-2017/383353,https://www.wine.com/product/images/fl_progressive/383353.jpg
153,Gehricke Russian River Valley Pinot Noir 2014,2014,Pinot Noir,38.99,Sonoma County,California,,,,,,91,93,,,94,,,,93,,3.9,105,https://www.wine.com/product/Gehricke-Russian-River-Valley-Pinot-Noir-2014/163097,https://www.wine.com/product/images/fl_progressive/ot0swle776nimgeqx1t2.jpg
154,Maison L&apos;Envoye Two Messengers Pinot Noir 2015,2015,Pinot Noir,26.99,Willamette Valley,Oregon,92,90,,,,,,,,,,,,91,,4.2,27,https://www.wine.com/product/Maison-LEnvoye-Two-Messengers-Pinot-Noir-2015/388358,https://www.wine.com/product/images/fl_progressive/388358.jpg
155,"Wine Discovery Case: Styles of Pinot Noir, Cabernet, Chardonnay, and Syrah",,Mixed Collections,299.99,,Other,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Wine-Discovery-Case-Styles-of-Pinot-Noir-Cabernet-Chardonnay-and-Syrah/355438,https://www.wine.com/product/images/fl_progressive/cd8f0vhu8224fpvdxxk4.jpg
156,Paul Hobbs Russian River Pinot Noir 2016,2016,Pinot Noir,64.99,Sonoma County,California,,93,,,,,,,93,,,,,93,,0,0,https://www.wine.com/product/Paul-Hobbs-Russian-River-Pinot-Noir-2016/485159,https://www.wine.com/product/images/fl_progressive/leycuampx161j70gillo.jpg
157,Stag&apos;s Leap Wine Cellars Fay Vineyard Cabernet Sauvignon 2014,2014,Cabernet Sauvignon,139.99,Napa Valley,California,,95,,,,93,97,,94,,95,,95,95,,4.5,23,https://www.wine.com/product/Stags-Leap-Wine-Cellars-Fay-Vineyard-Cabernet-Sauvignon-2014/204741,https://www.wine.com/product/images/fl_progressive/204741.jpg
158,Hartford Court Russian River Chardonnay 2016,2016,Chardonnay,24.99,Sonoma County,California,,,,,,93,,,91,,,93,91,92,,4,11,https://www.wine.com/product/Hartford-Court-Russian-River-Chardonnay-2016/349447,https://www.wine.com/product/images/fl_progressive/349447.jpg
159,California Classics Red Wine Gift Set,,Mixed Collections,64.99,Carneros,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/California-Classics-Red-Wine-Gift-Set/147008,https://www.wine.com/product/images/fl_progressive/xkauuzun6jxjvpkhn3ke.jpg
160,Pahlmeyer Jayson Red 2015,2015,Bordeaux Red Blends,48.99,Napa Valley,California,,,,,,,,,,,,,,0,,4.4,8,https://www.wine.com/product/Pahlmeyer-Jayson-Red-2015/356511,https://www.wine.com/product/images/fl_progressive/356511.jpg
161,Cliff Lede Stags Leap District Cabernet Sauvignon 2014,2014,Cabernet Sauvignon,74.99,Napa Valley,California,,93,,,,,,,,,,,,93,,0,0,https://www.wine.com/product/Cliff-Lede-Stags-Leap-District-Cabernet-Sauvignon-2014/259491,https://www.wine.com/product/images/fl_progressive/259491.jpg
162,Ruffino Sparkling Rose (187ML Split),,Rosí© Sparkling Wine,7.99,,Italy,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Ruffino-Sparkling-Rose-187ML-Split/430684,https://www.wine.com/product/images/fl_progressive/430684.jpg
163,Hall Napa Valley Cabernet Sauvignon 2015,2015,Cabernet Sauvignon,59.99,Napa Valley,California,,93,,,,,94,,,,,,93,93,,0,0,https://www.wine.com/product/Hall-Napa-Valley-Cabernet-Sauvignon-2015/417490,https://www.wine.com/product/images/fl_progressive/c9l2wmmmqrmujba0c1we.jpg
164,Heitz Cellar Trailside Vineyard Cabernet Sauvignon 2012,2012,Cabernet Sauvignon,76.99,Napa Valley,California,,,,,,94,,,93,,,,,94,,0,0,https://www.wine.com/product/Heitz-Cellar-Trailside-Vineyard-Cabernet-Sauvignon-2012/180047,https://www.wine.com/product/images/fl_progressive/11378_refDetail-0.jpg
165,Silverado Cabernet Sauvignon 2014,2014,Cabernet Sauvignon,39.95,Napa Valley,California,,,,,,,,,93,,,,,93,,3.9,14,https://www.wine.com/product/Silverado-Cabernet-Sauvignon-2014/357029,https://www.wine.com/product/images/fl_progressive/357029.jpg
166,Raeburn Chardonnay 2016,2016,Chardonnay,16.99,Sonoma County,California,,,,,,90,,,,,,,,90,,4.2,49,https://www.wine.com/product/Raeburn-Chardonnay-2016/354832,https://www.wine.com/product/images/fl_progressive/354832.jpg
167,Patz & Hall Sonoma Coast Pinot Noir 2015,2015,Pinot Noir,39.98,Sonoma County,California,,,,,,93,,,,,,,,93,,4.8,11,https://www.wine.com/product/Patz-and-Hall-Sonoma-Coast-Pinot-Noir-2015/345738,https://www.wine.com/product/images/fl_progressive/345738.jpg
168,Chateau La Fleur-Petrus 2015,2015,Bordeaux Red Blends,229.99,Bordeaux,France,98,96,,,,94,,,99,,93,,97,96,,0,0,https://www.wine.com/product/Chateau-La-Fleur-Petrus-2015/312672,https://www.wine.com/product/images/fl_progressive/312672.jpg
169,Laurent-Perrier Grand Siecle Coffret with 2 Flutes,,Non-Vintage Sparkling Wine,139.97,Champagne,France,93,,,,,97,,,,95,93,,,95,,3.7,15,https://www.wine.com/product/Laurent-Perrier-Grand-Siecle-Coffret-with-2-Flutes/138349,https://www.wine.com/product/images/fl_progressive/138349.jpg
170,Domaine de la Vieille Julienne Chateauneuf-du-Pape Les Hauts-Lieux 2012,2012,Rhone Red Blends,64.98,Rhone,France,95,93,,,,,,,,,,,,94,,4.7,6,https://www.wine.com/product/Domaine-de-la-Vieille-Julienne-Chateauneuf-du-Pape-Les-Hauts-Lieux-2012/168301,https://www.wine.com/product/images/fl_progressive/168301.jpg
171,Pahlmeyer Napa Valley Proprietary Red 2014,2014,Bordeaux Red Blends,159.99,Napa Valley,California,95,94,,,,,93,,97,,94,,,95,,4.2,24,https://www.wine.com/product/Pahlmeyer-Napa-Valley-Proprietary-Red-2014/280786,https://www.wine.com/product/images/fl_progressive/280786.jpg
172,Ridge Monte Bello 2015,2015,Bordeaux Red Blends,199.99,Santa Cruz Mountains,California,,95,,,,,,,,,,98,,97,,0,0,https://www.wine.com/product/Ridge-Monte-Bello-2015/508863,https://www.wine.com/product/images/fl_progressive/z93kobs79q1fbvqgkbzi.jpg
